iteration,cm,cm_ratings,reputations,rating_scores,accuracies
761,"[[77.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 12.  4. 13. 13.  8.]
 [ 8.  7.  6. 29.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 43.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  5.  5. 31.]]","[[308.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  48.  16.  52.  52.  32.]
 [ 32.  28.  24. 116.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 172.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  20.  20. 124.]]","[0.21, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.17]","[-336, -104, -156, -100, -220, -232, -218, -144, -126, -218]","[0.5168, 0.3846, 0.1812, 0.3412, 0.449, 0.9773, 0.3704, 0.1772, 0.3562, 0.3875]"
762,"[[77.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 12.  4. 13. 13.  8.]
 [ 8.  7.  6. 29.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  5.  5. 31.]]","[[308.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  48.  16.  52.  52.  32.]
 [ 32.  28.  24. 116.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  20.  20. 124.]]","[0.21, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.17]","[-336, -104, -156, -100, -220, -232, -218, -144, -126, -218]","[0.5168, 0.3846, 0.1812, 0.3412, 0.449, 0.9778, 0.3704, 0.1772, 0.3562, 0.3875]"
763,"[[77.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 12.  4. 13. 13.  8.]
 [ 8.  7.  6. 30.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  5.  5. 31.]]","[[308.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  48.  16.  52.  52.  32.]
 [ 32.  28.  24. 120.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  20.  20. 124.]]","[0.21, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.17]","[-336, -104, -156, -102, -220, -232, -218, -144, -126, -218]","[0.5168, 0.3846, 0.1812, 0.3488, 0.449, 0.9778, 0.3704, 0.1772, 0.3562, 0.3875]"
764,"[[77.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 12.  4. 13. 13.  8.]
 [ 8.  7.  6. 30.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[308.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  48.  16.  52.  52.  32.]
 [ 32.  28.  24. 120.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.21, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-336, -104, -156, -102, -220, -232, -218, -148, -126, -218]","[0.5168, 0.3846, 0.1812, 0.3488, 0.449, 0.9778, 0.3704, 0.1772, 0.3562, 0.3827]"
765,"[[77.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 30.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[308.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 120.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.21, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-336, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.5168, 0.3846, 0.18, 0.3488, 0.449, 0.9778, 0.3704, 0.1772, 0.3562, 0.3827]"
766,"[[78.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 30.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 6.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[312.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 120.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 24.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-336, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.52, 0.3846, 0.18, 0.3488, 0.449, 0.9778, 0.3704, 0.1772, 0.3562, 0.3827]"
767,"[[78.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 30.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[312.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 120.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-340, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.52, 0.3846, 0.18, 0.3488, 0.449, 0.9778, 0.3704, 0.175, 0.3562, 0.3827]"
768,"[[78.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[312.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-340, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.52, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.175, 0.3562, 0.3827]"
769,"[[79.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[316.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-340, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.5232, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.175, 0.3562, 0.3827]"
770,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 26. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 104.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.16, 0.16]","[-344, -104, -156, -102, -220, -236, -218, -148, -126, -218]","[0.5263, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.175, 0.3562, 0.3827]"
771,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 12.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 27. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  48.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 108.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -104, -156, -102, -220, -236, -218, -148, -124, -218]","[0.5263, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.175, 0.3649, 0.3827]"
772,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 13.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 27. 11.]
 [ 7.  1. 10.  0.  5.  7.  9.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  52.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 108.  44.]
 [ 28.   4.  40.   0.  20.  28.  36.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -104, -156, -102, -220, -236, -218, -148, -124, -222]","[0.5263, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.1728, 0.3649, 0.3827]"
773,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 13.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 27. 11.]
 [ 7.  1. 10.  0.  5.  7. 10.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  52.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 108.  44.]
 [ 28.   4.  40.   0.  20.  28.  40.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -104, -156, -102, -220, -236, -222, -148, -124, -222]","[0.5263, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.1728, 0.3649, 0.378]"
774,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30.  9. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 13.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 28. 11.]
 [ 7.  1. 10.  0.  5.  7. 10.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  36. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  52.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 112.  44.]
 [ 28.   4.  40.   0.  20.  28.  40.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -104, -156, -102, -220, -236, -222, -148, -120, -222]","[0.5263, 0.3846, 0.18, 0.3563, 0.449, 0.9778, 0.3704, 0.1728, 0.3733, 0.378]"
775,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30. 10. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 22.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 13.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 28. 11.]
 [ 7.  1. 10.  0.  5.  7. 10.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  40. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  88.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  52.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 112.  44.]
 [ 28.   4.  40.   0.  20.  28.  40.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.16, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -108, -156, -102, -220, -236, -222, -148, -120, -222]","[0.5263, 0.3846, 0.1788, 0.3563, 0.449, 0.9778, 0.3704, 0.1728, 0.3733, 0.378]"
776,"[[80.  5.  3.  4.  4. 13. 17. 13.  3. 10.]
 [ 5. 10.  0.  0.  0.  1.  4.  0.  2.  4.]
 [30. 10. 27.  0. 33. 13.  4. 13. 13.  8.]
 [ 8.  7.  6. 31.  8.  4.  3.  4. 12.  4.]
 [ 0.  7.  4.  1. 23.  3.  6.  2.  1.  3.]
 [ 0.  0.  0.  0.  0. 44.  1.  0.  0.  0.]
 [ 0.  0.  3.  0.  3.  1. 10.  2.  7.  1.]
 [ 7.  2.  9.  4.  6.  8.  9. 14.  9. 13.]
 [ 0.  0.  2. 16.  4.  4.  7.  3. 28. 11.]
 [ 7.  1. 10.  0.  5.  7. 10.  6.  5. 31.]]","[[320.  20.  12.  16.  16.  52.  68.  52.  12.  40.]
 [ 20.  40.   0.   0.   0.   4.  16.   0.   8.  16.]
 [120.  40. 108.   0. 132.  52.  16.  52.  52.  32.]
 [ 32.  28.  24. 124.  32.  16.  12.  16.  48.  16.]
 [  0.  28.  16.   4.  92.  12.  24.   8.   4.  12.]
 [  0.   0.   0.   0.   0. 176.   4.   0.   0.   0.]
 [  0.   0.  12.   0.  12.   4.  40.   8.  28.   4.]
 [ 28.   8.  36.  16.  24.  32.  36.  56.  36.  52.]
 [  0.   0.   8.  64.  16.  16.  28.  12. 112.  44.]
 [ 28.   4.  40.   0.  20.  28.  40.  24.  20. 124.]]","[0.22, 0.18, 0.07, 0.17, 0.2, 0.46, 0.16, 0.07, 0.17, 0.16]","[-344, -108, -156, -102, -220, -236, -222, -148, -120, -222]","[0.5263, 0.3846, 0.1788, 0.3563, 0.46, 0.9778, 0.3704, 0.1728, 0.3733, 0.378]"
