iteration,cm,cm_ratings,reputations,rating_scores,accuracies
568,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 18.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 12.  3.  2.  2.  2. 20. 10.  4.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 27.  1.]
 [ 3.  4. 12.  2.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  72.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  48.  12.   8.   8.   8.  80.  40.  16.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 108.   4.]
 [ 12.  16.  48.   8.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.16]","[-154, -144, -256, -106, -88, -162, -102, -84, -50, -126]","[0.3514, 0.7, 0.5484, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4091, 0.3607]"
569,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 12.  3.  2.  2.  2. 20. 10.  4.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 27.  1.]
 [ 3.  4. 12.  2.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  48.  12.   8.   8.   8.  80.  40.  16.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 108.   4.]
 [ 12.  16.  48.   8.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.16]","[-154, -144, -256, -106, -88, -162, -102, -88, -50, -126]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4091, 0.3607]"
570,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 12.  3.  2.  2.  2. 20. 10.  4.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  2.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  48.  12.   8.   8.   8.  80.  40.  16.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.   8.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.16]","[-154, -144, -256, -106, -88, -162, -102, -88, -50, -126]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4179, 0.3607]"
571,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 12.  3.  2.  2.  2. 20. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  2.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  48.  12.   8.   8.   8.  80.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.   8.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.16]","[-154, -144, -256, -106, -88, -162, -102, -88, -50, -130]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3279, 0.4179, 0.3607]"
572,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 12.  3.  2.  2.  2. 20. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  48.  12.   8.   8.   8.  80.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -256, -108, -88, -162, -102, -88, -50, -130]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3279, 0.4179, 0.3548]"
573,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 13.  3.  2.  2.  2. 20. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  52.  12.   8.   8.   8.  80.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -260, -108, -88, -162, -102, -88, -50, -130]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3226, 0.4179, 0.3548]"
574,"[[39. 16.  2.  6.  6.  4. 21.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 13.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  84.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  52.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -260, -108, -88, -162, -102, -88, -50, -130]","[0.3514, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4179, 0.3548]"
575,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 16.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 13.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  64.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  52.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -260, -108, -88, -162, -106, -88, -50, -130]","[0.3482, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4179, 0.3548]"
576,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 13.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  52.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.32, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -260, -108, -88, -162, -106, -88, -50, -134]","[0.3451, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3333, 0.4179, 0.3548]"
577,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 51.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 204.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -264, -108, -88, -162, -106, -88, -50, -134]","[0.3451, 0.7, 0.5426, 0.2742, 0.5135, 0.925, 0.3333, 0.3281, 0.4179, 0.3548]"
578,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 52.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  6.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 208.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  24.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.43, 0.15, 0.15, 0.2, 0.15]","[-154, -144, -264, -108, -88, -162, -106, -88, -50, -134]","[0.3451, 0.7, 0.5474, 0.2742, 0.5135, 0.925, 0.3333, 0.3281, 0.4179, 0.3548]"
579,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 52.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 37.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  7.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 208.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 148.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  28.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.43, 0.17, 0.15, 0.2, 0.15]","[-154, -144, -264, -108, -88, -162, -110, -88, -50, -134]","[0.3451, 0.7, 0.5474, 0.2742, 0.5135, 0.925, 0.3684, 0.3281, 0.4179, 0.3548]"
580,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 52.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 38.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  7.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 208.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 152.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  28.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.44, 0.17, 0.15, 0.2, 0.15]","[-154, -144, -264, -108, -88, -164, -110, -88, -50, -134]","[0.3451, 0.7, 0.5474, 0.2742, 0.5135, 0.9268, 0.3684, 0.3281, 0.4179, 0.3548]"
581,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 53.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 38.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  7.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 22.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 212.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 152.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  28.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  88.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.44, 0.17, 0.15, 0.2, 0.15]","[-154, -144, -262, -108, -88, -164, -110, -88, -50, -134]","[0.3451, 0.7, 0.5521, 0.2742, 0.5135, 0.9268, 0.3684, 0.3281, 0.4179, 0.3548]"
582,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 53.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 38.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  7.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  3.  1.  5. 23.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 212.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 152.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  28.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  12.   4.  20.  92.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.44, 0.17, 0.15, 0.2, 0.16]","[-154, -144, -262, -108, -88, -164, -110, -88, -50, -132]","[0.3451, 0.7, 0.5521, 0.2742, 0.5135, 0.9268, 0.3684, 0.3281, 0.4179, 0.3651]"
583,"[[39. 16.  2.  6.  6.  4. 22.  1.  0. 17.]
 [ 0. 14.  1.  0.  1.  1.  1.  0.  2.  0.]
 [ 0.  0. 53.  1.  4. 16.  0. 19.  3.  0.]
 [11.  9.  7. 17.  2.  8.  0.  0.  3.  5.]
 [ 1.  3.  1.  4. 19.  4.  2.  0.  3.  0.]
 [ 0.  0.  0.  0.  0. 38.  0.  1.  2.  0.]
 [ 1.  1.  0.  4.  0.  0.  7.  2.  0.  4.]
 [ 2.  3. 14.  3.  2.  2.  2. 21. 10.  5.]
 [ 8.  4. 13.  4.  0.  2.  2.  5. 28.  1.]
 [ 3.  4. 12.  3.  9.  0.  4.  1.  5. 23.]]","[[156.  64.   8.  24.  24.  16.  88.   4.   0.  68.]
 [  0.  56.   4.   0.   4.   4.   4.   0.   8.   0.]
 [  0.   0. 212.   4.  16.  64.   0.  76.  12.   0.]
 [ 44.  36.  28.  68.   8.  32.   0.   0.  12.  20.]
 [  4.  12.   4.  16.  76.  16.   8.   0.  12.   0.]
 [  0.   0.   0.   0.   0. 152.   0.   4.   8.   0.]
 [  4.   4.   0.  16.   0.   0.  28.   8.   0.  16.]
 [  8.  12.  56.  12.   8.   8.   8.  84.  40.  20.]
 [ 32.  16.  52.  16.   0.   8.   8.  20. 112.   4.]
 [ 12.  16.  48.  12.  36.   0.  16.   4.  20.  92.]]","[0.15, 0.33, 0.23, 0.12, 0.24, 0.44, 0.16, 0.15, 0.2, 0.16]","[-154, -144, -262, -108, -88, -164, -114, -88, -50, -132]","[0.3451, 0.7, 0.5521, 0.2742, 0.5135, 0.9268, 0.3684, 0.3281, 0.4179, 0.3594]"
