iteration,cm,cm_ratings,reputations,rating_scores,accuracies
372,"[[13.  9. 13.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 16.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  1.  3.  1.  0.  1. 17.]]","[[ 52.  36.  52.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  64.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   4.  12.   4.   0.   4.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.22]","[-58, -66, -118, -120, -122, -26, -70, -132, -42, -80]","[0.1646, 0.6667, 0.3077, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4857]"
373,"[[13.  9. 13.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 16.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  1.  3.  1.  0.  2. 17.]]","[[ 52.  36.  52.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  64.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   4.  12.   4.   0.   8.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.21]","[-58, -66, -118, -120, -122, -26, -70, -132, -44, -80]","[0.1646, 0.6667, 0.3077, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4722]"
374,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 16.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  1.  3.  1.  0.  2. 17.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  64.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   4.  12.   4.   0.   8.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.21]","[-58, -66, -120, -120, -122, -26, -70, -132, -44, -80]","[0.1625, 0.6667, 0.3077, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4722]"
375,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 16.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  1.  3.  2.  0.  2. 17.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  64.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   4.  12.   8.   0.   8.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.21]","[-58, -66, -120, -120, -122, -26, -74, -132, -44, -80]","[0.1625, 0.6667, 0.3077, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4595]"
376,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 16.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 17.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  64.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.2]","[-58, -66, -120, -120, -126, -26, -74, -132, -44, -80]","[0.1625, 0.6667, 0.3077, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4474]"
377,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  8.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 17.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  32.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  68.]]","[0.07, 0.32, 0.13, 0.28, 0.14, 0.05, 0.16, 0.46, 0.29, 0.2]","[-58, -66, -124, -120, -126, -26, -74, -132, -44, -80]","[0.1625, 0.6667, 0.3208, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4474]"
378,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 17.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  68.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.47, 0.29, 0.2]","[-58, -66, -124, -120, -126, -26, -74, -132, -46, -80]","[0.1625, 0.6667, 0.3148, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4474]"
379,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  7.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 18.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  28.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  72.]]","[0.07, 0.32, 0.12, 0.28, 0.14, 0.05, 0.16, 0.47, 0.29, 0.21]","[-58, -66, -124, -120, -126, -26, -74, -132, -46, -80]","[0.1625, 0.6667, 0.3148, 0.619, 0.35, 0.1176, 0.3636, 1.0, 0.5957, 0.4615]"
380,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 40.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 18.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 160.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  72.]]","[0.07, 0.32, 0.12, 0.28, 0.16, 0.05, 0.16, 0.47, 0.29, 0.21]","[-58, -66, -124, -120, -126, -26, -74, -132, -46, -80]","[0.1625, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3636, 1.0, 0.5957, 0.4615]"
381,"[[13.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 18.]]","[[ 52.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  72.]]","[0.07, 0.32, 0.12, 0.28, 0.16, 0.05, 0.16, 0.46, 0.29, 0.21]","[-58, -66, -124, -120, -126, -26, -74, -134, -46, -80]","[0.1625, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3636, 1.0, 0.5957, 0.4615]"
382,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 18.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  72.]]","[0.07, 0.32, 0.12, 0.28, 0.16, 0.05, 0.16, 0.46, 0.29, 0.21]","[-60, -66, -124, -120, -126, -26, -74, -134, -46, -80]","[0.1728, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3636, 1.0, 0.5957, 0.4615]"
383,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  1.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 19.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   4.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  76.]]","[0.07, 0.32, 0.13, 0.28, 0.16, 0.05, 0.16, 0.47, 0.29, 0.22]","[-60, -66, -124, -120, -126, -26, -74, -134, -46, -78]","[0.1728, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3636, 1.0, 0.5957, 0.475]"
384,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  2.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  3.  2.  0.  2. 19.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   8.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  12.   8.   0.   8.  76.]]","[0.07, 0.32, 0.13, 0.28, 0.16, 0.05, 0.15, 0.46, 0.29, 0.22]","[-60, -66, -124, -120, -126, -26, -74, -138, -46, -78]","[0.1728, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3333, 1.0, 0.5957, 0.475]"
385,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  2.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  3.  1.  6.  2.  4.  2.  0.  2. 19.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   8.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  12.   4.  24.   8.  16.   8.   0.   8.  76.]]","[0.07, 0.32, 0.13, 0.28, 0.16, 0.05, 0.15, 0.46, 0.29, 0.21]","[-60, -66, -124, -120, -126, -30, -74, -138, -46, -78]","[0.1728, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3333, 1.0, 0.5957, 0.4634]"
386,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  0.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  2.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  4.  1.  6.  2.  4.  2.  0.  2. 19.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   0.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   8.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  16.   4.  24.   8.  16.   8.   0.   8.  76.]]","[0.07, 0.32, 0.13, 0.28, 0.16, 0.05, 0.15, 0.46, 0.29, 0.21]","[-60, -68, -124, -120, -126, -30, -74, -138, -46, -78]","[0.1728, 0.6667, 0.3148, 0.619, 0.381, 0.1176, 0.3333, 1.0, 0.5957, 0.4524]"
387,"[[14.  9. 14.  1. 19.  2.  2. 10.  3.  7.]
 [ 1.  8.  0.  0.  2.  0.  0.  1.  0.  0.]
 [ 5.  3. 17.  4.  2.  1.  7.  6.  9.  1.]
 [ 0.  3.  0. 26.  0.  2.  4.  1.  5.  1.]
 [ 2.  0.  5.  0.  8.  0.  1.  1.  2.  2.]
 [ 0.  1.  7. 11.  0.  4.  1.  2.  2.  6.]
 [ 3.  0.  0.  0.  3.  0.  4.  2.  0.  0.]
 [ 0.  0.  0.  0.  0.  0.  0. 41.  0.  0.]
 [ 0.  1.  3.  2.  5.  0.  4.  1. 28.  3.]
 [ 2.  4.  1.  6.  2.  4.  2.  0.  2. 19.]]","[[ 56.  36.  56.   4.  76.   8.   8.  40.  12.  28.]
 [  4.  32.   0.   0.   8.   0.   0.   4.   0.   0.]
 [ 20.  12.  68.  16.   8.   4.  28.  24.  36.   4.]
 [  0.  12.   0. 104.   0.   8.  16.   4.  20.   4.]
 [  8.   0.  20.   0.  32.   0.   4.   4.   8.   8.]
 [  0.   4.  28.  44.   0.  16.   4.   8.   8.  24.]
 [ 12.   0.   0.   0.  12.   0.  16.   8.   0.   0.]
 [  0.   0.   0.   0.   0.   0.   0. 164.   0.   0.]
 [  0.   4.  12.   8.  20.   0.  16.   4. 112.  12.]
 [  8.  16.   4.  24.   8.  16.   8.   0.   8.  76.]]","[0.07, 0.32, 0.12, 0.28, 0.16, 0.05, 0.15, 0.46, 0.29, 0.21]","[-60, -68, -124, -120, -126, -30, -74, -138, -46, -82]","[0.1728, 0.6667, 0.3091, 0.619, 0.381, 0.1176, 0.3333, 1.0, 0.5957, 0.4524]"
