iteration,cm,cm_ratings,reputations,rating_scores,accuracies
435,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 14.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 49.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  56.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 196.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -110, -66, -152, -50, -16, -96]","[0.5402, 0.7857, 0.2031, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9074, 0.6458]"
436,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 14.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 50.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  56.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 200.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -110, -66, -152, -50, -16, -96]","[0.5402, 0.7857, 0.2031, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9091, 0.6458]"
437,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 14.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 51.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  56.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 204.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -110, -66, -152, -50, -18, -96]","[0.5402, 0.7857, 0.2031, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9107, 0.6458]"
438,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 14.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 52.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  56.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 208.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -110, -66, -152, -50, -18, -96]","[0.5402, 0.7857, 0.2031, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9123, 0.6458]"
439,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 14.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 53.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  56.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 212.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -110, -66, -152, -50, -20, -96]","[0.5402, 0.7857, 0.2031, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9138, 0.6458]"
440,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 11.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 53.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  44.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 212.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.38, 0.09, 0.28, 0.23, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -52, -60, -94, -114, -66, -152, -50, -20, -96]","[0.5402, 0.7857, 0.2, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9138, 0.6458]"
441,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 12.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 53.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  48.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 212.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.39, 0.09, 0.28, 0.23, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -54, -60, -94, -114, -66, -152, -50, -20, -96]","[0.5402, 0.8, 0.2, 0.5957, 0.5217, 0.3611, 0.4167, 0.48, 0.9138, 0.6458]"
442,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  2.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 53.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.   8.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 212.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.39, 0.09, 0.28, 0.24, 0.17, 0.17, 0.23, 0.45, 0.3]","[-112, -54, -60, -94, -116, -66, -152, -50, -20, -96]","[0.5402, 0.8, 0.2, 0.5957, 0.5417, 0.3611, 0.4167, 0.48, 0.9138, 0.6458]"
443,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  3.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 53.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  12.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 212.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.39, 0.09, 0.28, 0.24, 0.17, 0.16, 0.23, 0.45, 0.3]","[-112, -58, -60, -94, -116, -66, -152, -50, -20, -96]","[0.5402, 0.8, 0.2, 0.5957, 0.5417, 0.3611, 0.3846, 0.48, 0.9138, 0.6458]"
444,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  3.  0.  1.  0.  0.  5.  0.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  12.   0.   4.   0.   0.  20.   0.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.39, 0.09, 0.28, 0.24, 0.17, 0.16, 0.23, 0.45, 0.3]","[-112, -58, -60, -94, -116, -66, -152, -50, -16, -96]","[0.5402, 0.8, 0.2, 0.5957, 0.5417, 0.3611, 0.3846, 0.48, 0.9153, 0.6458]"
445,"[[47.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  3.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[188.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  12.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.24, 0.39, 0.09, 0.28, 0.24, 0.17, 0.14, 0.23, 0.45, 0.3]","[-112, -58, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5402, 0.8, 0.2, 0.5957, 0.5417, 0.3611, 0.3571, 0.48, 0.9153, 0.6458]"
446,"[[48.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 13.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  3.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[192.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  52.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  12.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.25, 0.39, 0.09, 0.28, 0.24, 0.17, 0.14, 0.23, 0.45, 0.3]","[-112, -58, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5455, 0.8, 0.2, 0.5957, 0.5417, 0.3611, 0.3571, 0.48, 0.9153, 0.6458]"
447,"[[48.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 14.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  3.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[192.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  56.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  12.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.25, 0.39, 0.09, 0.28, 0.24, 0.17, 0.14, 0.23, 0.45, 0.3]","[-112, -58, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5455, 0.8, 0.2121, 0.5957, 0.5417, 0.3611, 0.3571, 0.48, 0.9153, 0.6458]"
448,"[[48.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 14.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 28.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  4.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[192.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  56.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 112.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  16.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.25, 0.39, 0.09, 0.28, 0.24, 0.17, 0.13, 0.23, 0.45, 0.3]","[-112, -62, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5455, 0.8, 0.2121, 0.5957, 0.5417, 0.3611, 0.3333, 0.48, 0.9153, 0.6458]"
449,"[[48.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 14.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 29.  0.  0.  4.  5.  5.  4.]
 [ 0.  4.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  4.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[192.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  56.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 116.   0.   0.  16.  20.  20.  16.]
 [  0.  16.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  16.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.25, 0.39, 0.09, 0.28, 0.25, 0.17, 0.13, 0.23, 0.45, 0.3]","[-112, -62, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5455, 0.8, 0.2121, 0.6042, 0.5417, 0.3611, 0.3333, 0.48, 0.9153, 0.6458]"
450,"[[48.  0.  3.  4.  4.  9. 15.  2.  0.  3.]
 [ 0. 12.  0.  0.  1.  1.  0.  0.  1.  0.]
 [ 3.  1. 14.  3. 15.  9. 17.  1.  3.  0.]
 [ 0.  0.  1. 29.  0.  0.  4.  5.  5.  4.]
 [ 0.  5.  0.  0. 13.  0.  5.  0.  2.  0.]
 [ 3.  3.  1.  0.  3. 13.  1.  3.  3.  6.]
 [ 2.  4.  0.  1.  0.  0.  5.  1.  0.  2.]
 [ 3.  0.  7.  7.  3.  1.  1. 24.  2.  2.]
 [ 0.  2.  0.  0.  0.  0.  3.  0. 54.  0.]
 [ 1.  1.  1.  4.  6.  2.  1.  1.  0. 31.]]","[[192.   0.  12.  16.  16.  36.  60.   8.   0.  12.]
 [  0.  48.   0.   0.   4.   4.   0.   0.   4.   0.]
 [ 12.   4.  56.  12.  60.  36.  68.   4.  12.   0.]
 [  0.   0.   4. 116.   0.   0.  16.  20.  20.  16.]
 [  0.  20.   0.   0.  52.   0.  20.   0.   8.   0.]
 [ 12.  12.   4.   0.  12.  52.   4.  12.  12.  24.]
 [  8.  16.   0.   4.   0.   0.  20.   4.   0.   8.]
 [ 12.   0.  28.  28.  12.   4.   4.  96.   8.   8.]
 [  0.   8.   0.   0.   0.   0.  12.   0. 216.   0.]
 [  4.   4.   4.  16.  24.   8.   4.   4.   0. 124.]]","[0.25, 0.39, 0.09, 0.28, 0.23, 0.17, 0.13, 0.23, 0.45, 0.3]","[-112, -62, -60, -94, -116, -66, -152, -54, -16, -96]","[0.5455, 0.8, 0.2121, 0.6042, 0.52, 0.3611, 0.3333, 0.48, 0.9153, 0.6458]"
